Unifier ID,Project Name,Description,County,Corridor,Category,Estimated Cost,Unfunded Amount,Status,Readiness,Design Percent,Modes,Year Needed,Fatalities 5yr,Serious Injuries 5yr,High Crash Location,Disadvantaged Community,Rural,Environmental Justice,Tags
UNF-3978,T202783223 SR 1 Pavement Rehab — Camden Phase 1,Mill and overlay of deteriorated SR 1 lanes through Camden (MP 17.8) to restore ride quality. Limited safety or equity components.,Kent,SR 1,pavement,3410000,2923438,unfunded,final-design,62,auto,2025,1,16,true,true,false,true,pavement; preservation; state-of-good-repair
UNF-3979,T202283260 SR 36 Intersection Safety Package — Bridgeville Group B,"Systemic safety package at SR 36 MP 27.5 serving Bridgeville: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 36,safety,12530000,12028823,unfunded,row,38,auto; pedestrian,2029,6,34,true,true,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-3980,T202383297 SR 404 Lane Departure Countermeasures — Magnolia,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 404 MP 21.9 near Magnolia.",Kent,SR 404,safety,2060000,2004885,unfunded,construction-ready,87,auto,2025,2,14,true,false,false,false,lane-departure; rural; high-friction; systemic; safety
UNF-3981,T202483334 Frederica Road Diet and Downtown Safety — SR 20,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Frederica along SR 20.",Kent,SR 20,complete-streets,10390000,9245024,unfunded,final-design,64,auto; pedestrian; bicycle,2028,6,36,true,false,true,true,road-diet; ada; downtown; complete-streets; safety
UNF-3982,T202583371 SR 54 Intersection Safety Package — Dagsboro Phase 1,"Systemic safety package at SR 54 MP 40.9 serving Dagsboro: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 54,safety,4540000,3831219,unfunded,construction-ready,96,auto; pedestrian,2026,3,16,true,true,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3983,T202683408 SR 24 Drainage and Flood Mitigation — Clayton,Stormwater upgrades and roadway raising where SR 24 MP 4.4 floods near Clayton.,Kent,SR 24,resilience,25720000,22831691,unfunded,construction-ready,99,auto,2026,0,3,false,false,true,true,flood; drainage; resilience
UNF-3984,T202783445 Clayton DART Stop and Access Improvements — I-295,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on I-295 in Clayton.",Kent,I-295,transit,2490000,1991856,partially-funded,row,41,transit; pedestrian,2028,1,14,false,true,true,false,transit; equity; pedestrian; ada
UNF-3985,T202283482 SR 71 Concrete Pavement Restoration — Fenwick Island,"Slab repair, diamond grinding, and joint resealing on SR 71 MP 33.0 in Sussex County near Fenwick Island.",Sussex,SR 71,pavement,21780000,16955060,partially-funded,row,40,auto,2028,1,13,false,true,true,false,pavement; concrete; preservation
UNF-3986,T202383519 SR 26 Intersection Safety Package — Bowers Phase 2,"Systemic safety package at SR 26 MP 18.0 serving Bowers: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 26,safety,6630000,6595905,partially-funded,final-design,84,auto; pedestrian,2029,5,20,true,true,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3987,T202483556 SR 16 Pavement Rehab — Red Lion FY27,Mill and overlay of deteriorated SR 16 lanes through Red Lion (MP 38.0) to restore ride quality. Limited safety or equity components.,New Castle,SR 16,pavement,4710000,4669242,unfunded,preliminary-design,21,auto,2027,0,10,false,false,false,false,pavement; preservation; state-of-good-repair
UNF-3988,T202583593 Rising Sun Local Road Safety Plan,Data-driven local road safety plan for Rising Sun identifying a high-injury network and proven countermeasures.,Kent,DE 1,planning,290000,219754,unfunded,final-design,75,auto; pedestrian,2028,1,12,false,true,true,false,safety-plan; data-driven; planning
UNF-3989,T202683630 Red Lion Shared-Use Path — SR 24 Northbound,Construct a shared-use path parallel to SR 24 MP 25.7 connecting neighborhoods and schools in Red Lion.,New Castle,SR 24,bike-ped,5040000,4164481,partially-funded,row,42,pedestrian; bicycle,2029,3,23,true,false,false,true,bicycle; pedestrian; trail; vru
UNF-3990,T202783667 Leipsic Sidewalk and Crossing Gap Closure — SR 42,"Fill sidewalk gaps and add high-visibility crossings along SR 42 MP 31.8 in Leipsic, with ADA curb ramps.",Kent,SR 42,bike-ped,2220000,1727843,unfunded,final-design,62,pedestrian; bicycle,2026,3,24,true,true,false,true,pedestrian; ada; crossing; vru
UNF-3991,T202283704 SR 273 Bridge Preservation — Long Neck Northbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 273 bridge near Long Neck (MP 15.8).",Sussex,SR 273,bridge,20680000,18952291,unfunded,row,56,auto; freight,2029,1,6,false,false,true,false,bridge; preservation; state-of-good-repair
UNF-3992,T202383741 SR 273 Intersection Safety Package — Newark Southbound,"Systemic safety package at SR 273 MP 12.9 serving Newark: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 273,safety,11870000,11570377,unfunded,final-design,75,auto; pedestrian,2026,6,35,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-3993,T202483778 SR 4 Freight Bottleneck Relief — Delmar,"Intersection capacity, turning-radius, and signal timing improvements for industrial freight on SR 4 MP 36.1 in Delmar.",Sussex,SR 4,freight,14900000,13924313,unfunded,construction-ready,91,freight; auto,2025,1,9,false,true,false,false,freight; bottleneck; signal; reliability
UNF-3994,T202583815 SR 24 Guardrail and End Treatment Upgrade — Millville,Replace outdated guardrail and end treatments on SR 24 MP 11.7 near Millville to current MASH standards.,Sussex,SR 24,safety,2270000,1770643,partially-funded,row,45,auto,2027,4,24,true,true,true,false,guardrail; safety; roadside; systemic
UNF-3995,T202683852 SR 18 Drainage and Flood Mitigation — Christiana,Stormwater upgrades and roadway raising where SR 18 MP 8.9 floods near Christiana.,New Castle,SR 18,resilience,24580000,22037313,unfunded,construction-ready,93,auto,2028,0,9,false,true,false,false,flood; drainage; resilience
UNF-3996,T202783889 Henlopen Acres Shared-Use Path — SR 2 FY26,Construct a shared-use path parallel to SR 2 MP 24.7 connecting neighborhoods and schools in Henlopen Acres.,Sussex,SR 2,bike-ped,8820000,7794410,unfunded,final-design,76,pedestrian; bicycle,2028,5,27,true,true,false,false,bicycle; pedestrian; trail; vru
UNF-3997,T202283926 Frederica Sidewalk and Crossing Gap Closure — SR 14,"Fill sidewalk gaps and add high-visibility crossings along SR 14 MP 33.4 in Frederica, with ADA curb ramps.",Kent,SR 14,bike-ped,1540000,1526087,unfunded,planning,16,pedestrian; bicycle,2025,5,32,true,false,true,false,pedestrian; ada; crossing; vru
UNF-3998,T202383963 SR 299 Pavement Rehab — Cheswold Northbound,Mill and overlay of deteriorated SR 299 lanes through Cheswold (MP 19.7) to restore ride quality. Limited safety or equity components.,Kent,SR 299,pavement,10600000,8435491,unfunded,row,40,auto,2027,0,2,false,false,true,false,pavement; preservation; state-of-good-repair
UNF-3999,T202484000 Gumboro Adaptive Signal System — SR 71,"Adaptive signal control, detection, and communications along SR 71 MP 42.4 in Gumboro.",Sussex,SR 71,signals,2900000,2292017,unfunded,planning,7,auto; transit,2025,1,10,false,true,false,true,signal; operations; congestion; safety
UNF-4000,T202584037 SR 141 Pavement Rehab — Glasgow Phase 2,Mill and overlay of deteriorated SR 141 lanes through Glasgow (MP 4.7) to restore ride quality. Limited safety or equity components.,New Castle,SR 141,pavement,10820000,9824518,unfunded,row,46,auto,2026,0,5,false,false,false,false,pavement; preservation; state-of-good-repair
UNF-4001,T202684074 SR 54 Bridge Preservation — Long Neck Group A,"Deck overlay, joint replacement, and scour countermeasures on the SR 54 bridge near Long Neck (MP 11.6).",Sussex,SR 54,bridge,20140000,18563447,partially-funded,final-design,82,auto; freight,2026,0,4,false,true,true,false,bridge; preservation; state-of-good-repair
UNF-4002,T202784111 SR 9 Pavement Rehab — Townsend Northbound,Mill and overlay of deteriorated SR 9 lanes through Townsend (MP 10.2) to restore ride quality. Limited safety or equity components.,New Castle,SR 9,pavement,13670000,11975225,unfunded,row,36,auto,2026,1,8,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-4003,T202284148 Christiana Adaptive Signal System — US 113,"Adaptive signal control, detection, and communications along US 113 MP 13.3 in Christiana.",New Castle,US 113,signals,7090000,5792479,unfunded,construction-ready,90,auto; transit,2027,0,11,false,false,false,false,signal; operations; congestion; safety
UNF-4004,T202384185 US 113 Intersection Safety Package — Leipsic Southbound,"Systemic safety package at US 113 MP 39.4 serving Leipsic: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,US 113,safety,11210000,9377730,unfunded,preliminary-design,25,auto; pedestrian,2029,2,14,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-4005,T202484222 DE 1 Pavement Rehab — Camden Southbound,Mill and overlay of deteriorated DE 1 lanes through Camden (MP 9.4) to restore ride quality. Limited safety or equity components.,Kent,DE 1,pavement,16650000,13563450,unfunded,final-design,82,auto,2029,0,12,false,false,true,false,pavement; preservation; state-of-good-repair
UNF-4006,T202584259 SR 82 Intersection Safety Package — Glasgow Phase 2,"Systemic safety package at SR 82 MP 24.5 serving Glasgow: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 82,safety,15280000,12014480,partially-funded,final-design,64,auto; pedestrian,2028,6,27,true,false,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-4007,T202684296 Houston School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 30 in Houston.",Kent,SR 30,safety,1410000,1236442,unfunded,planning,12,auto; pedestrian,2027,0,12,false,true,true,false,safety; school; speed-management; lighting
UNF-4008,T202784333 SR 300 Bridge Preservation — Bear Southbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 300 bridge near Bear (MP 23.4).",New Castle,SR 300,bridge,26440000,23561494,unfunded,final-design,71,auto; freight,2026,0,13,false,false,false,false,bridge; preservation; state-of-good-repair
UNF-4009,T202284370 Hockessin Roundabout Conversion — SR 72,Convert a high-crash SR 72 intersection in Hockessin (MP 31.9) to a single-lane roundabout with pedestrian crossings.,New Castle,SR 72,safety,9650000,8895962,unfunded,row,43,auto; pedestrian,2028,1,17,true,false,false,true,roundabout; intersection; safety; pedestrian
UNF-4010,T202384407 Bellefonte Adaptive Signal System — SR 2,"Adaptive signal control, detection, and communications along SR 2 MP 19.1 in Bellefonte.",New Castle,SR 2,signals,5780000,5669052,unfunded,preliminary-design,20,auto; transit,2025,0,7,false,true,true,false,signal; operations; congestion; safety
UNF-4011,T202484444 DE 1 Pavement Rehab — Bethany Beach Group B,Mill and overlay of deteriorated DE 1 lanes through Bethany Beach (MP 32.5) to restore ride quality. Limited safety or equity components.,Sussex,DE 1,pavement,20240000,15885067,unfunded,preliminary-design,32,auto,2027,0,1,false,false,true,false,pavement; preservation; state-of-good-repair
UNF-4012,T202584481 SR 92 Lane Departure Countermeasures — Rehoboth Beach,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 92 MP 6.0 near Rehoboth Beach.",Sussex,SR 92,safety,3990000,3692834,unfunded,row,49,auto,2027,0,1,false,true,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-4013,T202684518 St. Georges School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding US 202 in St. Georges.",New Castle,US 202,safety,5370000,4740010,partially-funded,construction-ready,90,auto; pedestrian,2025,4,16,true,false,false,false,safety; school; speed-management; lighting
UNF-4014,T202784555 Bethel Truck Route Geometric Improvements — SR 18,Widen turning radii and upgrade shoulders for freight movements on SR 18 MP 9.6 near Bethel.,Sussex,SR 18,freight,7240000,6310365,partially-funded,planning,16,freight; auto,2026,1,9,false,false,true,true,freight; geometry; shoulders
UNF-4015,T202284592 SR 54 Drainage and Flood Mitigation — Bellefonte,Stormwater upgrades and roadway raising where SR 54 MP 35.6 floods near Bellefonte.,New Castle,SR 54,resilience,9800000,8633118,unfunded,row,37,auto,2027,0,3,false,true,true,true,flood; drainage; resilience
UNF-4016,T202384629 US 40 Bridge Culvert Replacement — Frankford,Replace a deteriorated culvert on US 40 MP 1.2 near Frankford to restore hydraulic capacity and legal loads.,Sussex,US 40,bridge,8390000,6814308,partially-funded,final-design,68,auto; freight,2025,1,5,false,false,true,false,bridge; culvert; scour; state-of-good-repair
UNF-4017,T202484666 SR 300 Bridge Preservation — Middletown Northbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 300 bridge near Middletown (MP 39.7).",New Castle,SR 300,bridge,11090000,10188593,unfunded,row,53,auto; freight,2027,0,1,false,false,false,false,bridge; preservation; state-of-good-repair
UNF-4018,T202584703 Woodside Sidewalk and Crossing Gap Closure — SR 42,"Fill sidewalk gaps and add high-visibility crossings along SR 42 MP 17.5 in Woodside, with ADA curb ramps.",Kent,SR 42,bike-ped,3730000,3044275,unfunded,final-design,73,pedestrian; bicycle,2027,2,9,true,true,true,false,pedestrian; ada; crossing; vru
UNF-4019,T202684740 Leipsic Local Road Safety Plan,Data-driven local road safety plan for Leipsic identifying a high-injury network and proven countermeasures.,Kent,SR 2,planning,1140000,890194,partially-funded,construction-ready,87,auto; pedestrian,2027,0,7,false,true,true,true,safety-plan; data-driven; planning
UNF-4020,T202784777 Milford Adaptive Signal System — I-95,"Adaptive signal control, detection, and communications along I-95 MP 29.5 in Milford.",Kent,I-95,signals,3840000,3383937,unfunded,planning,10,auto; transit,2027,0,9,false,false,true,false,signal; operations; congestion; safety
UNF-4021,T202284814 Dover Slope Stabilization — SR 141 MP 1.6,"Embankment repair, drainage, and slope stabilization on SR 141 near Dover after repeated washouts.",Kent,SR 141,resilience,6270000,5111817,unfunded,row,38,auto,2027,1,13,false,true,true,true,slope; drainage; resilience; geotech
UNF-4022,T202384851 Henlopen Acres Complete Streets — SR 14 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 14 through Henlopen Acres town center (FY26).",Sussex,SR 14,complete-streets,14810000,12460893,partially-funded,construction-ready,86,auto; pedestrian; bicycle,2028,5,31,true,true,false,false,complete-streets; bike-ped; equity; safety
UNF-4023,T202484888 Leipsic Adaptive Signal System — SR 30,"Adaptive signal control, detection, and communications along SR 30 MP 9.3 in Leipsic.",Kent,SR 30,signals,2500000,2417068,unfunded,construction-ready,93,auto; transit,2025,1,7,false,false,true,false,signal; operations; congestion; safety
UNF-4024,T202584925 SR 16 Lane Departure Countermeasures — Greenville,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 16 MP 24.2 near Greenville.",New Castle,SR 16,safety,2620000,2519540,unfunded,final-design,79,auto,2027,1,17,true,false,true,true,lane-departure; rural; high-friction; systemic; safety
UNF-4025,T202684962 Bethel Slope Stabilization — SR 896 MP 18.3,"Embankment repair, drainage, and slope stabilization on SR 896 near Bethel after repeated washouts.",Sussex,SR 896,resilience,13890000,11216693,unfunded,preliminary-design,22,auto,2026,0,7,false,false,false,true,slope; drainage; resilience; geotech
UNF-4026,T202784999 SR 2 Bridge Culvert Replacement — Slaughter Beach,Replace a deteriorated culvert on SR 2 MP 12.9 near Slaughter Beach to restore hydraulic capacity and legal loads.,Sussex,SR 2,bridge,10960000,9305389,unfunded,row,52,auto; freight,2027,0,5,false,true,true,false,bridge; culvert; scour; state-of-good-repair
UNF-4027,T202285036 SR 896 Lane Departure Countermeasures — Elsmere,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 896 MP 23.8 near Elsmere.",New Castle,SR 896,safety,5700000,5231592,unfunded,final-design,83,auto,2029,3,16,true,true,false,false,lane-departure; rural; high-friction; systemic; safety
UNF-4028,T202385073 DART Bus Maintenance Facility Rehab — Odessa,"Rehabilitate the DART bus maintenance garage in Odessa, including lifts, bus wash, and charging/fueling for the transit fleet.",New Castle,US 40,transit,13490000,11433604,unfunded,planning,6,transit,2026,1,8,false,false,false,true,transit; bus-fleet; garage; facility; low-no
UNF-4029,T202485110 SR 36 Bridge Preservation — Bridgeville FY26,"Deck overlay, joint replacement, and scour countermeasures on the SR 36 bridge near Bridgeville (MP 35.5).",Sussex,SR 36,bridge,23830000,19640230,partially-funded,preliminary-design,21,auto; freight,2028,1,8,false,false,true,false,bridge; preservation; state-of-good-repair
UNF-4030,T202585147 DE 1 Concrete Pavement Restoration — Delaware City,"Slab repair, diamond grinding, and joint resealing on DE 1 MP 15.0 in New Castle County near Delaware City.",New Castle,DE 1,pavement,6500000,5940721,partially-funded,planning,19,auto,2027,0,4,false,true,false,false,pavement; concrete; preservation
UNF-4031,T202685184 DE 1 Lane Departure Countermeasures — Rehoboth Beach,"Rumble strips, high-friction surface treatment, and curve warning upgrades on DE 1 MP 19.8 near Rehoboth Beach.",Sussex,DE 1,safety,4320000,3376189,unfunded,final-design,67,auto,2028,3,22,true,false,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-4032,T202785221 Milton Road Diet and Downtown Safety — SR 2,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Milton along SR 2.",Sussex,SR 2,complete-streets,4540000,4427164,unfunded,planning,14,auto; pedestrian; bicycle,2028,4,22,true,true,true,false,road-diet; ada; downtown; complete-streets; safety
UNF-4033,T202285258 SR 54 Intersection Safety Package — Laurel Phase 1,"Systemic safety package at SR 54 MP 33.9 serving Laurel: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 54,safety,11090000,10436640,unfunded,construction-ready,100,auto; pedestrian,2029,0,9,false,true,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-4034,T202385295 Delaware City Roundabout Conversion — SR 2,Convert a high-crash SR 2 intersection in Delaware City (MP 8.7) to a single-lane roundabout with pedestrian crossings.,New Castle,SR 2,safety,3470000,2758976,partially-funded,final-design,81,auto; pedestrian,2028,6,33,true,true,false,false,roundabout; intersection; safety; pedestrian
UNF-4035,T202485332 SR 71 Pavement Rehab — Cheswold Group A,Mill and overlay of deteriorated SR 71 lanes through Cheswold (MP 24.1) to restore ride quality. Limited safety or equity components.,Kent,SR 71,pavement,3240000,3168324,unfunded,final-design,81,auto,2027,0,9,false,false,true,false,pavement; preservation; state-of-good-repair
UNF-4036,T202585369 Smyrna Complete Streets — SR 26 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 26 through Smyrna town center (Northbound).",Kent,SR 26,complete-streets,7070000,5515893,unfunded,planning,18,auto; pedestrian; bicycle,2027,3,24,true,false,true,true,complete-streets; bike-ped; equity; safety
UNF-4037,T202685406 US 301 ITS Camera and Fiber — Henlopen Acres FY27,"CCTV, fiber interconnect, and TMC integration on US 301 MP 12.1 serving Henlopen Acres and Sussex County operations.",Sussex,US 301,signals,3630000,3405147,partially-funded,final-design,62,auto,2026,1,4,false,true,true,false,its; operations; congestion; signal
UNF-4038,T202785443 New Castle Slope Stabilization — SR 52 MP 39.4,"Embankment repair, drainage, and slope stabilization on SR 52 near New Castle after repeated washouts.",New Castle,SR 52,resilience,2880000,2869847,unfunded,row,43,auto,2025,0,6,false,true,false,false,slope; drainage; resilience; geotech
UNF-4039,T202285480 Long Neck Shared-Use Path — SR 36 Northbound,Construct a shared-use path parallel to SR 36 MP 32.6 connecting neighborhoods and schools in Long Neck.,Sussex,SR 36,bike-ped,3780000,3615225,unfunded,preliminary-design,27,pedestrian; bicycle,2027,0,4,false,true,true,true,bicycle; pedestrian; trail; vru
UNF-4040,T202385517 Magnolia Complete Streets — US 301 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on US 301 through Magnolia town center (Group A).",Kent,US 301,complete-streets,11970000,10001626,unfunded,final-design,79,auto; pedestrian; bicycle,2027,5,32,true,false,false,false,complete-streets; bike-ped; equity; safety
UNF-4041,T202485554 SR 71 Bridge Culvert Replacement — Delaware City,Replace a deteriorated culvert on SR 71 MP 2.0 near Delaware City to restore hydraulic capacity and legal loads.,New Castle,SR 71,bridge,5560000,4337297,partially-funded,final-design,63,auto; freight,2028,1,8,false,false,false,true,bridge; culvert; scour; state-of-good-repair
UNF-4042,T202585591 Red Lion Local Road Safety Plan,Data-driven local road safety plan for Red Lion identifying a high-injury network and proven countermeasures.,New Castle,SR 26,planning,540000,494122,unfunded,row,47,auto; pedestrian,2029,0,7,false,true,true,false,safety-plan; data-driven; planning
UNF-4043,T202685628 Lincoln Community Charging Hub — SR 300,Public DC fast charging adjacent to SR 300 serving Lincoln residents without home charging.,Sussex,SR 300,ev-charging,3590000,2943889,partially-funded,row,35,auto,2028,0,7,false,false,true,false,ev; equity; community; charging
UNF-4044,T202785665 Frankford Truck Route Geometric Improvements — SR 30,Widen turning radii and upgrade shoulders for freight movements on SR 30 MP 16.7 near Frankford.,Sussex,SR 30,freight,14860000,14285820,unfunded,final-design,66,freight; auto,2027,0,12,false,false,true,true,freight; geometry; shoulders
UNF-4045,T202285702 SR 36 Bridge Preservation — Dagsboro FY27,"Deck overlay, joint replacement, and scour countermeasures on the SR 36 bridge near Dagsboro (MP 44.5).",Sussex,SR 36,bridge,32380000,27457763,unfunded,row,58,auto; freight,2025,1,8,false,true,false,true,bridge; preservation; state-of-good-repair
UNF-4046,T202385739 SR 71 Bridge Culvert Replacement — Dover,Replace a deteriorated culvert on SR 71 MP 13.6 near Dover to restore hydraulic capacity and legal loads.,Kent,SR 71,bridge,6500000,5743973,unfunded,planning,17,auto; freight,2029,0,12,false,true,true,true,bridge; culvert; scour; state-of-good-repair
UNF-4047,T202485776 Camden Truck Route Geometric Improvements — SR 48,Widen turning radii and upgrade shoulders for freight movements on SR 48 MP 39.5 near Camden.,Kent,SR 48,freight,17340000,14400124,unfunded,final-design,67,freight; auto,2027,0,3,false,false,true,false,freight; geometry; shoulders
UNF-4048,T202585813 Kirkwood Complete Streets — SR 202 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 202 through Kirkwood town center (FY27).",New Castle,SR 202,complete-streets,16840000,14971334,unfunded,planning,9,auto; pedestrian; bicycle,2026,3,19,true,false,false,true,complete-streets; bike-ped; equity; safety
UNF-4049,T202685850 Bellefonte Truck Route Geometric Improvements — SR 48,Widen turning radii and upgrade shoulders for freight movements on SR 48 MP 17.1 near Bellefonte.,New Castle,SR 48,freight,18040000,15802061,unfunded,construction-ready,93,freight; auto,2026,1,13,false,false,false,true,freight; geometry; shoulders
UNF-4050,T202785887 SR 273 Drainage and Flood Mitigation — Greenville,Stormwater upgrades and roadway raising where SR 273 MP 10.2 floods near Greenville.,New Castle,SR 273,resilience,6090000,6060913,unfunded,construction-ready,85,auto,2029,1,9,false,true,false,false,flood; drainage; resilience
UNF-4051,T202285924 Houston Sidewalk and Crossing Gap Closure — SR 299,"Fill sidewalk gaps and add high-visibility crossings along SR 299 MP 14.2 in Houston, with ADA curb ramps.",Kent,SR 299,bike-ped,1610000,1508749,unfunded,construction-ready,97,pedestrian; bicycle,2025,2,20,true,true,true,false,pedestrian; ada; crossing; vru
UNF-4052,T202385961 Little Creek Adaptive Signal System — DE 1,"Adaptive signal control, detection, and communications along DE 1 MP 33.8 in Little Creek.",Kent,DE 1,signals,5220000,5164995,partially-funded,final-design,82,auto; transit,2029,1,10,false,true,false,false,signal; operations; congestion; safety
UNF-4053,T202485998 SR 16 Bridge Preservation — Georgetown Southbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 16 bridge near Georgetown (MP 13.9).",Sussex,SR 16,bridge,23710000,18574138,unfunded,construction-ready,99,auto; freight,2028,0,6,false,false,true,true,bridge; preservation; state-of-good-repair
UNF-4054,T202586035 US 13 Lane Departure Countermeasures — Arden,"Rumble strips, high-friction surface treatment, and curve warning upgrades on US 13 MP 28.0 near Arden.",New Castle,US 13,safety,7430000,6162388,unfunded,row,40,auto,2028,6,35,true,true,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-4055,T202686072 Elsmere Local Road Safety Plan,Data-driven local road safety plan for Elsmere identifying a high-injury network and proven countermeasures.,New Castle,SR 1,planning,790000,705408,unfunded,construction-ready,88,auto; pedestrian,2028,0,2,false,true,false,false,safety-plan; data-driven; planning
UNF-4056,T202786109 SR 36 Intersection Safety Package — Bowers Phase 2,"Systemic safety package at SR 36 MP 27.0 serving Bowers: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 36,safety,15500000,15409407,unfunded,preliminary-design,30,auto; pedestrian,2028,0,5,false,false,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-4057,T202286146 Camden-Wyoming Adaptive Signal System — US 40,"Adaptive signal control, detection, and communications along US 40 MP 18.0 in Camden-Wyoming.",Kent,US 40,signals,7840000,7579441,partially-funded,final-design,60,auto; transit,2028,0,12,false,false,true,false,signal; operations; congestion; safety
UNF-4058,T202386183 SR 202 Drainage and Flood Mitigation — Dover,Stormwater upgrades and roadway raising where SR 202 MP 29.2 floods near Dover.,Kent,SR 202,resilience,28030000,26087290,unfunded,preliminary-design,25,auto,2028,0,5,false,false,false,false,flood; drainage; resilience
UNF-4059,T202486220 DART Bus Fleet Replacement — Delaware City Division,"Replace diesel buses with low- and no-emission transit buses and related equipment at the DART Delaware City division, including depot charging.",New Castle,US 40,transit,38200000,37499298,unfunded,row,58,transit,2028,1,4,false,true,false,false,transit; bus-fleet; low-no; zero-emission; garage
UNF-4060,T202586257 SR 202 ITS Camera and Fiber — Dagsboro Group A,"CCTV, fiber interconnect, and TMC integration on SR 202 MP 6.1 serving Dagsboro and Sussex County operations.",Sussex,SR 202,signals,7360000,6647551,unfunded,row,46,auto,2027,1,17,true,true,true,false,its; operations; congestion; signal
UNF-4061,T202686294 Cheswold Community Charging Hub — SR 26,Public DC fast charging adjacent to SR 26 serving Cheswold residents without home charging.,Kent,SR 26,ev-charging,3360000,3225036,unfunded,construction-ready,85,auto,2027,0,8,false,false,true,true,ev; equity; community; charging
UNF-4062,T202786331 SR 4 Intersection Safety Package — Magnolia Group A,"Systemic safety package at SR 4 MP 4.8 serving Magnolia: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 4,safety,5760000,5029679,unfunded,construction-ready,96,auto; pedestrian,2026,5,22,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-4063,T202286368 SR 404 ITS Camera and Fiber — New Castle FY26,"CCTV, fiber interconnect, and TMC integration on SR 404 MP 10.9 serving New Castle and New Castle County operations.",New Castle,SR 404,signals,3830000,3110551,unfunded,construction-ready,85,auto,2025,1,10,false,true,false,true,its; operations; congestion; signal
UNF-4064,T202386405 SR 300 Concrete Pavement Restoration — Dewey Beach,"Slab repair, diamond grinding, and joint resealing on SR 300 MP 38.1 in Sussex County near Dewey Beach.",Sussex,SR 300,pavement,15980000,12845718,unfunded,construction-ready,88,auto,2025,0,4,false,true,true,false,pavement; concrete; preservation
UNF-4065,T202486442 SR 10 Intersection Safety Package — Milton FY26,"Systemic safety package at SR 10 MP 39.4 serving Milton: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 10,safety,4990000,4322558,unfunded,planning,9,auto; pedestrian,2026,5,32,true,true,false,true,intersection; signal; safety; pedestrian; high-crash
UNF-4066,T202586479 Bethany Beach Sidewalk and Crossing Gap Closure — SR 26,"Fill sidewalk gaps and add high-visibility crossings along SR 26 MP 30.7 in Bethany Beach, with ADA curb ramps.",Sussex,SR 26,bike-ped,3060000,2344516,unfunded,row,37,pedestrian; bicycle,2025,0,10,false,false,true,false,pedestrian; ada; crossing; vru
UNF-4067,T202686516 SR 48 Pavement Rehab — Frederica FY26,Mill and overlay of deteriorated SR 48 lanes through Frederica (MP 38.6) to restore ride quality. Limited safety or equity components.,Kent,SR 48,pavement,15350000,14773094,unfunded,row,47,auto,2026,1,14,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-4068,T202786553 US 202 Lane Departure Countermeasures — Elsmere,"Rumble strips, high-friction surface treatment, and curve warning upgrades on US 202 MP 10.5 near Elsmere.",New Castle,US 202,safety,6640000,5286344,partially-funded,final-design,71,auto,2026,6,36,true,false,false,false,lane-departure; rural; high-friction; systemic; safety
